Source,Target
AntonioTrada,GuajeSalvaje
Jaume752,Eduardo54812683
Montse00166144,Annuska34
Andrea67238781,alixx06
Tocatdelala1,Eduardo54812683
jugongar,Gol_de_Iniesta
bledanevada,lurssia
bledanevada,Rowian_
cc0ca730fd7e4ea,GuajeSalvaje
LuisPresa6,alixx06
VicenGracia,Eduardo54812683
Encar47523292,alixx06
danivalverdeb,Eduardo54812683
Dechadou,Eduardo54812683
Anna52267673,Eduardo54812683
razvanfbrencea,GuajeSalvaje
EminaVeats,Eduardo54812683
Adonys1991,alixx06
indomitatorRS2,alixx06
BrosaSergio,contrastado
hijodenimrod,contrastado
Jluis48787092,contrastado
RCasadella,Eduardo54812683
asenye,Eduardo54812683
NitoTeacher,Gol_de_Iniesta
Juanito_Perlas,GuajeSalvaje
Forza_2023,crpandemonium
Egarcamp111,Eduardo54812683
shinyskin2020,alixx06
Gemma_c9,Eduardo54812683
FTetcero,Puntual24H
millotostaobien,alixx06
vilmayleo,alixx06
Esperan30409527,GuajeSalvaje
HumanMindonMars,Annuska34
willowofwood_1,Taiytotsuki1
willowofwood_1,bcn_ajuntament
Andres___1980,GuajeSalvaje
AblanedoFoto,GuajeSalvaje
mexcat1,Eduardo54812683
Anna52267673,Annuska34
FRANCISCOPAC1,Eduardo54812683
TheBaussBand,contrastado
FITA2027,Annuska34
JMArocha1,alixx06
Ak4Ian,Eduardo54812683
Lynx_OG1,contrastado
Joan_B_M,Eduardo54812683
GUARRADA_COLAU,Eduardo54812683
Annadd661,Annuska34
llanos70,alixx06
Lluisgjf,Lluisgjf
Tuchi161,Gol_de_Iniesta
miNiley2,contrastado
sagaldegurb,contrastado
EseDeuto,crpandemonium
VictoriaCCSS,GuajeSalvaje
DemagogiaVs,Puntual24H
chuslefg,GuajeSalvaje
AndreuCd,Eduardo54812683
loliguty,Puntual24H
Eulalia_Serra_,Lluisgjf
llibertat_uy,comuns_info
PereZaBo63,Annuska34
glorialloreda,Eduardo54812683
glabgom,GuajeSalvaje
Xoman08,Annuska34
Mariade37963875,Gol_de_Iniesta
vivalapitusare1,alixx06
bolilla6,Eduardo54812683
druso15,Annuska34
sagaldegurb,GuajeSalvaje
teresasenior,Eduardo54812683
TonyMares7,contrastado
ferfercarpediem,GuajeSalvaje
Occidentemiente,Puntual24H
metrobcn22,Eduardo54812683
GranOrwell,Eduardo54812683
Manzacustom1,GuajeSalvaje
montsegc65,Eduardo54812683
LaBella_2017,GuajeSalvaje
JuanMornGarca1,contrastado
manelnn51,Annuska34
prefacio3,crpandemonium
Nora30084784,Jomaca18
angaran2,contrastado
alexapest,Eduardo54812683
MDolorsRoyoGom2,Eduardo54812683
SempreSants,Annuska34
IrlaJosep,Eduardo54812683
Alfons_Cano_A,Eduardo54812683
emilivizu,Eduardo54812683
Valva_Pasiega,GuajeSalvaje
IoccoLiliana,Eduardo54812683
egmaripgt,alixx06
Arnalvalle,crpandemonium
JoseFamervid,contrastado
sempiterna8,GuajeSalvaje
Vilxqui,contrastado
Vilxqui,Puntual24H
guasch22,Eduardo54812683
pardo_valero,Eduardo54812683
CodinaAntonia,Eduardo54812683
egmaripgt,Gol_de_Iniesta
Maria57047790,masvaletorda_
miguelestevezg,Gol_de_Iniesta
piensaaaaaaaaaa,contrastado
martingrndo,Eduardo54812683
Juanmaferg,contrastado
manelhernande14,CarlesEsquerre
manelhernande14,xavi_bcn_
manelhernande14,bcnencomu
manelhernande14,OnVasBarcelona
manelhernande14,AdaColau
manelhernande14,BcnXTothom
manelhernande14,bcnesimparable
manelhernande14,motoristesbcn
manelhernande14,Barcelonaesque1
manelhernande14,crackdel2012
manelhernande14,EnComu_Podem
manelhernande14,JuntsxCatBCN
manelhernande14,fans_portaporta
manelhernande14,paugv87
manwellAMG,Puntual24H
jcalzadabau,Puntual24H
Almogvers1,Eduardo54812683
LGS1972,contrastado
AntoniaGarriga,Eduardo54812683
IGNASI97030786,Eduardo54812683
Lonspe1,GuajeSalvaje
josepmaria193,Annuska34
VidalMoll,Eduardo54812683
Saltacharcos1,GuajeSalvaje
catalunyanomes,Eduardo54812683
GuillemT_,Eduardo54812683
Joan_Gari,Eduardo54812683
pauuu2005,Eduardo54812683
mpb513,Eduardo54812683
annickrepublic2,Eduardo54812683
teuavlc,contrastado
MasMaderaaa,GuajeSalvaje
silvia82137079,Eduardo54812683
bohemia21850503,alixx06
Merceditas2019,alixx06
mpujolprat,Eduardo54812683
jarumar_65,Taiytotsuki1
jarumar_65,bcn_ajuntament
jm_labrador,Eduardo54812683
NuriaLlibertat2,Eduardo54812683
TerrerJosep,Eduardo54812683
manguejim,DanzaSancho
AviaXesca,Eduardo54812683
TuertoBones,contrastado
Bienvebdn,Annuska34
FornosMar,Wertyalord1
Isaac__am,Eduardo54812683
CrisGHart,Eduardo54812683
monvite7,Eduardo54812683
HastaPeineta,Taiytotsuki1
HastaPeineta,bcn_ajuntament
nurimorale,Annuska34
pep_mila,Eduardo54812683
BaulGR_62,Gol_de_Iniesta
OscarGM75,GuajeSalvaje
100quijote,alixx06
munarriz_perez,Gol_de_Iniesta
AntoniaPuertas,GuajeSalvaje
llino07,Eduardo54812683
rosam97014558,Eduardo54812683
bg2run,Eduardo54812683
Montse7114,Eduardo54812683
matgaminator,Eduardo54812683
merce969,Eduardo54812683
RosaPulido6,Eduardo54812683
allieesmith2,alixx06
RafelRomeu,Eduardo54812683
soyamcr63,Eduardo54812683
tore51,Eduardo54812683
xatruxatru1,sala_ferrer
xatruxatru1,vpartal
GovernExil,Eduardo54812683
10MINUTS,Eduardo54812683
BarracudaBellon,Eduardo54812683
F__cking_Master,GuajeSalvaje
Sofia67926381,GuajeSalvaje
Sofia67926381,contrastado
Cacelome,OlgayCarlos2
CrisDP10,Eduardo54812683
roco1955,alixx06
JorgeArocha12,contrastado
juanortu23,GuajeSalvaje
CARLOSBAIGESMOR,Eduardo54812683
JavitoEsparza,GuajeSalvaje
matiasrovi,Eduardo54812683
cesarduaigues,Eduardo54812683
x_namor,Annuska34
lolibejarano,MuyLiberal
AlcarazLosana,Jomaca18
PrimerosFrios,FroilLannister
Lucy_in_Firenze,anna_socjo
carmenpregueras,Bs4Lad
carmenpregueras,Didac26108691
carmenpregueras,ConchiDelgado11
carmenpregueras,JavierArocaA
GladysMatalobos,Jomaca18
zeltibero,gaceta_es
Antonio82657867,Jomaca18
Ssuuss21,Ssuuss21
notecreotio,Jomaca18
R10HoodMasquefa,DomingoOriol
R10HoodMasquefa,NiellPipa
R10HoodMasquefa,elnacionalcat
annickrepublic2,OnVasBarcelona
suko_sam,Jomaca18
VB_IXe,avivirqueson4
VB_IXe,bcn_ajuntament
VB_IXe,paugv87
VB_IXe,jrabassa
VB_IXe,Ada_conoiii
VB_IXe,OnVasBarcelona
VB_IXe,colau_anti
VB_IXe,StopParasits
VB_IXe,BCNmetropoli
ruiz_gimenez,avivirqueson4
RouseMa3,Jomaca18
mcollgarcias,Jomaca18
muntane_josep,SergiBaixasColo
muntane_josep,HoraBruixaStc
muntane_josep,cupsantcugat
isamartsamp,Jomaca18
JulianLago_58,Jomaca18
anatersol67,SergiMaranya
juanlopezingeni,Jomaca18
VilaWeb,otbouc
a_ranhala,JSancibri
a_ranhala,mara_gavito
annickrepublic2,avivirqueson4
juanlopezingeni,Jomaca18
Borjita24_7,capTercio
prospeccionesde,Jomaca18
Bringbacking,LucaCostant
cngescamilla,Jomaca18
1denmadrid,JuanmiGG_News
jesusolru,Jomaca18
mfern276,OnVasBarcelona
susa000,Jomaca18
Guillespada,barcelonerias
Guillespada,gaceta_es
Benjamiaru,SergiMaranya
aylaSIDOMM,avivirqueson4
RocoReyesMuoz1,Jomaca18
Lucia31801776,Jomaca18
NEOQUIM1,eldebate_com
vilacosc,vadortitus
vilacosc,Juanal_47
vilacosc,vilacosc
AgustinDR7,Jomaca18
Elvellblues,Elvellblues
ppmartinr59,Jomaca18
Aurembiaix1969,avivirqueson4
zaidamuxim,8choa
tetemontolai,avivirqueson4
pamplinas371,WillyTolerdoo
Pepitofloro1,capTercio
vadortitus,Juanal_47
vadortitus,vilacosc
xavier_pages,SergiMaranya
Liz_beth_GB,OnVasBarcelona
martitze2,karinacastelao
martitze2,helioroque_
BabianoPaloma,Jomaca18
Onizuka261,tresmasciento
Kilmo0,OnVasBarcelona
DonOstia_,Jomaca18
jyagonzalez,WillyTolerdoo
GuillemSunyol,Elvellblues
casicasipi,Jomaca18
a_b_c_d_e_f_9_h,Jomaca18
karmele_garces,Jomaca18
Quim1106,OnVasBarcelona
EmpireLupus,SergiMaranya
30monedasdplata,karinacastelao
30monedasdplata,helioroque_
OrlandoMrz,Jomaca18
JoseCarlosBMota,PauNoyS
berbikinacurri,Jomaca18
BarcelonaResis1,avivirqueson4
SoydeDonBenito,Jomaca18
cisjame,_traci_a
cisjame,eldebate_com
TonyMares7,Jomaca18
jfarinos,jfarinos
monterhusmore,Lluisgjf
Mikelsreshuffle,PauNoyS
avallemonar,tresmasciento
Mikelsreshuffle,veri_fi_cat
bogoroditzaDina,sntisnchz
bogoroditzaDina,JuntsXCat
es_molano,gaceta_es
ceodebitcoin,Jomaca18
VicMartn1,tresmasciento
Josepd51,kitus1977
Josepd51,OnVasBarcelona
jemnodi,SergiMaranya
joseluquelora,Jomaca18
Tutcris,capTercio
redcataviles,Jomaca18
francescpassani,gaceta_es
redcataviles,Jomaca18
Liber_Politica,FroilLannister
__akasha__,tresmasciento
TPichinas,MonsieurSansFoy
TPichinas,unculemadrid
medecafe,Jomaca18
FCG9903,Jomaca18
barcelonerias,gaceta_es
Merche76954005,avivirqueson4
angel_complutum,Jomaca18
boifuste,Bsecap
boifuste,JuntsXCat
VidaSabayes,Maldito_clima
VidaSabayes,maldita
JoseCHADSanchez,WillyTolerdoo
Saanhasa,Jomaca18
Jotafdzr,Jomaca18
JaumePinyol2,OnVasBarcelona
BrassJhon,tresmasciento
NikaelFerros,Jomaca18
JMMontf,gaceta_es
wallcarca,manelhernande14
wallcarca,avivirqueson4
wallcarca,bcn_ajuntament
wallcarca,paugv87
wallcarca,jrabassa
wallcarca,Ada_conoiii
wallcarca,OnVasBarcelona
wallcarca,colau_anti
wallcarca,StopParasits
wallcarca,BCNmetropoli
roge_bcn,avivirqueson4
Enrique15805940,FroilLannister
Rosa47311878,OnVasBarcelona
naciodigital,fmarcalvaro
vallmy,avivirqueson4
misabelserrano,Jomaca18
BalaschMiguel,joanlopezalegre
PaolaLoCascio,cenforlg
RosaBautistaM,Jomaca18
RosaBautistaM,Jomaca18
65_rodero,Rodol36
Cecilia_G_M,Rodol36
mateos1963,valents_cat
mateos1963,PareraEva
Cecilia_G_M,Rodol36
FTeraskasi,Jomaca18
joseluquelora,MontseHerreraMi
Birradegossos,drs59ad
Birradegossos,cbgviladecans
Birradegossos,Birradegossos
oliveros656,Jomaca18
juanavalo9,eldebate_com
MSuarezrosales,Jomaca18
elmundobcn,germangbernet
elmundobcn,xaviertrias
elmundobcn,TriasperBCN
germangbernet,xaviertrias
germangbernet,TriasperBCN
germangbernet,JuntsXCat
Gines20641265,Jomaca18
rio_vilela,FroilLannister
Qdiceelpolitico,ATopeFeliz
Qdiceelpolitico,Yolanda_Diaz_
Montesforever,Jomaca18
MontserratPeti1,OnVasBarcelona
ChambisRueda,Jomaca18
MontseHerreraMi,CiutadansCs
MontseHerreraMi,CiutadansBCN
yasbcn84,Jomaca18
montsepob,SergiMaranya
elojo46,Jomaca18
Montesforever,FroilLannister
ToniLeeCook1,SergiMaranya
Stop_Proces,PabloEchenique
Stop_Proces,CanalRed_TV
Wittgenstein_jm,OnVasBarcelona
AntolinAbellei1,tresmasciento
DenisDeOrihuela,pelorduy
castellanita9,Jomaca18
elmojama4,DenisDeOrihuela
elmojama4,luchadisidente
RafaelRag,tresmasciento
lolibejarano,eldebate_com
bdebaltasar,FroilLannister
DexterBreaking,_traci_a
DexterBreaking,eldebate_com
ignacioherib,Jomaca18
pache_pache_pac,DonDrPr_4ever
pache_pache_pac,Monica_Garcia_G
pache_pache_pac,AdaColau
Fito10834699,Jomaca18
sonya_mujer,karinacastelao
sonya_mujer,helioroque_
drpavito1,Jomaca18
juliocesgomez,Jomaca18
EMOCIONS62,avivirqueson4
manelhernande14,avivirqueson4
manelhernande14,bcn_ajuntament
manelhernande14,paugv87
manelhernande14,jrabassa
manelhernande14,Ada_conoiii
manelhernande14,OnVasBarcelona
manelhernande14,colau_anti
manelhernande14,StopParasits
manelhernande14,BCNmetropoli
izenikgabea,begonys
PBallus,WillyTolerdoo
JosLuisHeredero,Antonperilon
JosLuisHeredero,jesanez
JosLuisHeredero,dsegoviaatienza
JosLuisHeredero,EnricJuliana
blue_cati,tresmasciento
JVamosss,Jomaca18
BeatrizBug,selagel
BeatrizBug,ByMerche
BeatrizBug,imap191
ca_sala,SergiMaranya
MiguelToms18,danielsirera
Saramurcia,65_rodero
manelhernande14,avivirqueson4
manelhernande14,bcn_ajuntament
manelhernande14,paugv87
manelhernande14,jrabassa
manelhernande14,Ada_conoiii
manelhernande14,OnVasBarcelona
manelhernande14,colau_anti
manelhernande14,StopParasits
manelhernande14,BCNmetropoli
SaulTrend,Jomaca18
manuelvergara62,eldebate_com
AlbiesN,Jomaca18
HECD_Programa,marinaLobL
HECD_Programa,AdaColau
HECD_Programa,bulldog_punk
HECD_Programa,Spanish_Revo
Valents_Gava,ValentsGava
AlbiesN,Jomaca18
Almat49,SergiMaranya
cryptophoro,Jomaca18
gaceta_es,barcelonerias
ANADEBENITOMAR3,Jomaca18
sextopericio44,FroilLannister
ANADEBENITOMAR3,Jomaca18
pepitoP96,Jomaca18
Morgana_nani,karinacastelao
Morgana_nani,helioroque_
Wittgenstein_jm,avivirqueson4
castellanita9,Jomaca18
DRPA74,SergiMaranya
cucaracha57yeye,Jomaca18
castiza1957,Jomaca18
FarfollasC,Jomaca18
cucaracha57yeye,Jomaca18
isabelherrera34,UberrimaR
isabelherrera34,AdaColau
isabelherrera34,sumar
marinUSa5,Nines02
marinUSa5,ilegalvictimas
marinUSa5,policia
Juan_manuel_Fer,FroilLannister
ugofox,FroilLannister
monje_31,eldebate_com
EsterBaiget,AdaColau
Evamoman,avivirqueson4
Evamoman,bcn_ajuntament
Evamoman,paugv87
Evamoman,jrabassa
Evamoman,Ada_conoiii
Evamoman,OnVasBarcelona
Evamoman,colau_anti
Evamoman,StopParasits
Evamoman,BCNmetropoli
pilatonio,JuanMartin_Diez
ElBirreteBlanco,Jomaca18
pilatonio,Antonperilon
pilatonio,jesanez
pilatonio,dsegoviaatienza
pilatonio,EnricJuliana
rosamvinyals,SergiMaranya
pilatonio,SanWicente
pilatonio,Jeanne19251239
pilatonio,DINGO40378066
Fgomgar,Jomaca18
Rodol36,elperiodico
jbecerramartin,Jomaca18
PedroPachiBerni,FroilLannister
JordiGG24,SergiMaranya
nepomucenux,Jomaca18
El_Sebi2,FroilLannister
JA08191,eldebate_com
Carmen_Gatti_,Jomaca18
m_farta,karinacastelao
m_farta,helioroque_
MilenialFurioso,tresmasciento
El_Sebi2,LucaCostant
larosadereus,SergiMaranya
RoFMarc,Pasabap19669444
RoFMarc,AleJacintoUrang
RoFMarc,ionebelarra
RoFMarc,PodemosCMadrid
RoFMarc,podemosmad
RoFMarc,PodemosJovenCM
RoFMarc,podemos_tetuan
DespertaFerro11,Roger_Mateos
borjaherb7,SanWicente
borjaherb7,Jeanne19251239
borjaherb7,DINGO40378066
DespertaFerro11,sntisnchz
DespertaFerro11,JuntsXCat
rositaladelcla1,larosadereus
DenisDeOrihuela,luchadisidente
EstherEstromser,Jomaca18
I_G_G_A,Jomaca18
itsarlg,Jomaca18
FerdosLuis,Jomaca18
JulieReveron,Jomaca18
PaulinaVia,eldebate_com
elliottness70,Jomaca18
elliottness70,Jomaca18
Cecilia93816816,Jomaca18
Luckyst63359156,Jomaca18
licklicks,barcelonerias
licklicks,gaceta_es
MariaPerezMo1,Gonzalvojordi
AnaMad58,Jomaca18
JoanBay,SergiMaranya
Beatriz28144321,Jomaca18
Beatriz28144321,Jomaca18
cbgviladecans,drs59ad
cbgviladecans,cbgviladecans
cbgviladecans,Birradegossos
jordimondragon,SergiMaranya
BadalonaLa,FroilLannister
AnsaYoli,Jomaca18
barcelonerias,gaceta_es
Rush07126148,MuyLiberal
Sara121984,Jomaca18
allbertillo,FroilLannister
alextortsagues,Roger_Mateos
CascoAngeles,Jomaca18
topo_gun,Jomaca18
topo_gun,Jomaca18
Montse28907843,SergiMaranya
ivonnediaz2203,bugambilla26
ivonnediaz2203,eldebate_com
Malusia19,Jomaca18
MARICAR89429892,Jomaca18
drs59ad,cbgviladecans
drs59ad,Birradegossos
drs59ad,AntoniPovedaSJD
Lluvia185,karinacastelao
Lluvia185,helioroque_
Laiaortiz,x_riu
Laiaortiz,PauNoyS
kryxto1980,Jomaca18
aulapc_es,SanWicente
aulapc_es,Jeanne19251239
aulapc_es,DINGO40378066
samdledenergy,Jomaca18
Villena66494945,avivirqueson4
TrollAndoVoy,Jomaca18
JoseRivasCisne3,Jomaca18
polromeu,Chino_Chulo
polromeu,btvnoticies
RobertoLGNS,eldebate_com
mamen61m,Jomaca18
TrollAndoVoy,Jomaca18
JuanRPons61,Jomaca18
SaulTrend,Jomaca18
Nifalta1,WillyTolerdoo
Ri1902,Jomaca18
Cesarbf401,Jomaca18
GustavoSBR,Jomaca18
Ri1902,Jomaca18
calsojorn10,SergiMaranya
sntisnchz,JuntsXCat
sntisnchz,EFEnoticias
j_fidalgo,Jomaca18
alex_cubero,Roger_Mateos
susa000,Jomaca18
Gata92467960,_traci_a
Gata92467960,eldebate_com
siriusbcn,aviSiset_
jos_seijas,Jomaca18
avivirqueson4,bcn_ajuntament
avivirqueson4,paugv87
avivirqueson4,jrabassa
avivirqueson4,Ada_conoiii
avivirqueson4,OnVasBarcelona
avivirqueson4,colau_anti
avivirqueson4,StopParasits
avivirqueson4,BCNmetropoli
Antonio82657867,Jomaca18
j_breda_gisbert,Jomaca18
rivaslja1,Jomaca18
ZUUKABELEN,FroilLannister
Nines02,ilegalvictimas
Nines02,policia
adema310,LucaCostant
Elenaescur,WillyTolerdoo
Nd1200Nd,Jomaca18
DeMarichalar2,FroilLannister
FedeVeguillas,SergiMaranya
el_carrodeheno,MiloSanPedro
el_carrodeheno,Yolanda_Diaz_
el_carrodeheno,PODEMOS
_traci_a,eldebate_com
TigrisJoi,SergiMaranya
angelmoli01,Jomaca18
AragonAnit,Jomaca18
PereCompanyo,SergiMaranya
PolBragulat,LaPotlla
ivonnediaz2203,Jomaca18
VIN001ES,Jomaca18
johnnyelgood,Jomaca18
SantBarcelona,btvnoticies
Rob_Carsal,janetsanz
Rob_Carsal,molina_jordi
ii_kongo,joanlopezalegre
perezlealypunto,ANDVOX1
miraloquetraigo,Jomaca18
SanfeliuF,OnVasBarcelona
Ernes94848109,Jomaca18
AngelsTorrents,SergiMaranya
uripubill,LaPotlla
Mr_cava,OnVasBarcelona
Roger_Mateos,JuntsXCat
Roger_Mateos,sntisnchz
Pilinamas,ANDVOX1
josan745,Jomaca18
claudifito,LaPotlla
pla_b1,Jomaca18
Lluisgjf,ExpedienteRoyu1
Lluisgjf,juez_fpresencia
Lluisgjf,ACODAP1
Vixtor_Alberto,LucaCostant
ana24299339,Jomaca18
JoseRivasCisne3,Jomaca18
corellito,LucaCostant
Javitxu2211,Jomaca18
ander_the_table,basteiro
ander_the_table,arvaldivia
ander_the_table,MartaMonforteJ
ander_the_table,_infoLibre
fernandodelaca2,Jomaca18
Josetxuelvasco,FroilLannister
ev_eza,iSostenibilidad
rabiosacalor,LucaCostant
Jander3756,Jomaca18
medusa70a,eldebate_com
Fajaruce1975,Jomaca18
drs59ad,radiomontse
drs59ad,avanzaenBCN
drs59ad,AntoniPovedaSJD
Maria24951748,Jomaca18
fabsofy,SergiMaranya
mergonba,danielsirera
valents_cat,elmundofinan
valents_cat,AdaColau
valents_cat,PareraEva
PareraEva,elmundofinan
PareraEva,AdaColau
PareraEva,PareraEva
elmundofinan,AdaColau
elmundofinan,PareraEva
AMAT_VIDAL,SergiMaranya
LesAntonies,MafaldaFreedom1
niko__XXI,Jomaca18
JuanCar65069687,LucaCostant
JuanCar65069687,TheObjective_es
DavidSa34566114,SergiMaranya
MaykaPrescot,WillyTolerdoo
ratolidelespai,LaVanguardia
ratolidelespai,JoaquimElcacho
JdelGrau,SergiMaranya
demertxe,Jomaca18
jmnavas1966,FroilLannister
slabajo,Jomaca18
xpericay,LucaCostant
ratolidelespai,rtve
yuzpep,larosadereus
JoanPlans1,SergiMaranya
GironaJean,joanlopezalegre
Angela18417917,SergiMaranya
JoseAlb50283902,Jomaca18
siber_mc,karinacastelao
siber_mc,helioroque_
XicoTorres1,enricvd
Espaolayol1,WillyTolerdoo
OlisanCS,Jomaca18
javiertres,SergiMaranya
kokobalta,Jomaca18
AdamCasals,joanlopezalegre
Paloubresoli,SergiMaranya
juanram77576689,Jomaca18
Porlalibertad3,eldebate_com
DersuUzala23,8choa
juanram77576689,Jomaca18
HispanaNobleza,eldebate_com
_5477693701311,Jomaca18
lonacua,Jomaca18
RubyCho8,selagel
RubyCho8,gabrielrufian
RubyCho8,xabiber
romana_suris,Chino_Chulo
Itsalejan__,anadeaustria_
BiciHater,veri_fi_cat
SergioAlvarezA4,g_palmira
PigmaleonS,Fina_Tenaa
PigmaleonS,AlbertoSan_Ca
PigmaleonS,PODEMOS
slabajo,Jomaca18
del_vivenes,Jomaca18
Castigaidiotas,Jomaca18
miguelhotero,eldebate_com
Shalom79185531,Jomaca18
paubassets,abersta
WWordperfect,Jomaca18
joandalas,SergiMaranya
pepopepas4,Jomaca18
16DarHamed,Jomaca18
Cayetana84,eldebate_com
JAsensioJ,Jomaca18
joplara,SergiMaranya
MariliendreA,karinacastelao
MariliendreA,helioroque_
MaciaMiquel,WillyTolerdoo
Stop_Proces,Jomaca18
alberto_p69,tresmasciento
Emealvaro,karinacastelao
Emealvaro,helioroque_
ValenzuelaT0P,Zharok_K
ValenzuelaT0P,AdaColau
Jomaca18,Jomaca18
MesLlest,SergiMaranya
ElenaArmesto,karinacastelao
ElenaArmesto,helioroque_
Eduardopg980051,joanlopezalegre
aramirezSyM,eldebate_com
conelrespeto,eldebate_com
Majanbo,SergiMaranya
johnKra49402885,Jomaca18
JoseAlbax,Jomaca18
Ana42651389,WillyTolerdoo
PCLU13,Jomaca18
olga_hm,veri_fi_cat
SettSepp1,FroilLannister
luciamoniz5,AlejandroCence2
m6278467,Jomaca18
drs59ad,_jmfm
PCLU13,Jomaca18
martos_pilar,tresmasciento
LibreliketheWin,karinacastelao
LibreliketheWin,helioroque_
CarenalCanon,eldebate_com
MARICAR89429892,Jomaca18
acompan3,OnVasBarcelona
Jovi1966,LucaCostant
bogoroditzaDina,Jomaca18
SoniaSierra02,LucaCostant
nandinoro,eldebate_com
pavilacas1,SergiMaranya
GermanSaz,Jomaca18
angaran2,Jomaca18
LoboHuargowolf,Jomaca18
carles_sb,SergiMaranya
piloeres,eldebate_com
MiguelAngelNN1,Jomaca18
SaulTrend,eldebate_com
MerchCentBlanc,FroilLannister
Daniel11955045,Jomaca18
txell63,SergiMaranya
Viatge_Orient,x_riu
Viatge_Orient,PauNoyS
aintzaneconesa,LucaCostant
mozaarabe60,joanlopezalegre
Mar30483763,SergiMaranya
anabatllepujol,eldebate_com
MoyaFrancesc,SergiMaranya
VV13961,eldebate_com
va_pepito,SergiMaranya
MarisuAA,Jomaca18
avallemonar,Jomaca18
Quelicero1,tresmasciento
Carme35669292,Agusti76529081
alberto14115144,Jomaca18
exder101,Jomaca18
MartaGa59929294,Jomaca18
Carlos92342,Jomaca18
LucaCostant,TheObjective_es
jjgon222,Jomaca18
Dirdam85,Jomaca18
jesusmaquilon,Jomaca18
geikielita,ESdiario_com
Ollekinen,SergiMaranya
rfairen,SergiMaranya
GusartXavier,SergiMaranya
HomeMad03354488,miabagon
el82ye78,Doct_Tricornio
tsugua63,squad_milf
josemanuelhv74,WillyTolerdoo
gaiskahispano,tresmasciento
PEPA35121762,Doct_Tricornio
rivas67xiri,capTercio
a_tonig,WillyTolerdoo
Doming1Fj,WillyTolerdoo
marc13fornells,jcanadellb
marc13fornells,elperiodico
pollastret,CoradoJuanramon
Juan_reyes00,WillyTolerdoo
ColetAngels,jcanadellb
ColetAngels,elperiodico
1001900C,OnVasBarcelona
pollastret,Doct_Tricornio
RamonBecerro,Cecilia_G_M
JavierEdrosa,annagrauarias
Cs_Sarria,annagrauarias
wunjopi,Vadodecaza1
wunjopi,MandalaZen2
NestorD84,APM
NestorD84,IsmaJuarez
JcsZgz,uriahee
alvaroh1408,tresmasciento
rule_of_lois,annagrauarias
romeruiz63,sangreyraza
conradmeseguer,NoEsPotCat
aidanjohnson02,ada_lluch
josepe_bcn,WillyTolerdoo
Maribel13642052,WillyTolerdoo
sagal62,NiellPipa
sagal62,elperiodico_cat
AVette98,ada_lluch
chicanomad,WillyTolerdoo
_solpost_,NiellPipa
_solpost_,elperiodico_cat
atonito62,FroilLannister
raquel55389428,WillyTolerdoo
imperti_pertine,capTercio
marc13fornells,LaRepublicaCat
rains6944,ada_lluch
Micadaja,Miss_Bennet5
tancatibarrat,OnVasBarcelona
annagrauarias,jaumecollboni
annagrauarias,Albert_Batlle_B
pollastret,tresmasciento
pepitin210,WillyTolerdoo
PivotDelaBoque,NoEsPotCat
Maricar29452716,OnVasBarcelona
Carmen_Patalino,ada_lluch
beni1965,tresmasciento
ANTONIBOSCH3,PauNoyS
masgrasa,MontseHerreraMi
ms_celanea,Doct_Tricornio
CiudadanoQuein,WillyTolerdoo
DOPRA58,WillyTolerdoo
Espaolayol1,FroilLannister
suenagudo,FrenteAmplioya
Gloria68935258,WillyTolerdoo
Saltacharcos1,tresmasciento
afuentes_69,tresmasciento
SalvemCAPSgr,bashachanguerra
azulemik,WillyTolerdoo
danielhess1976,WillyTolerdoo
noe__info,Doct_Tricornio
moguideplana,squad_milf
bad1790b6fc346f,WillyTolerdoo
pichi74sp,WillyTolerdoo
nelsonmedinilla,tresmasciento
niko__XXI,WillyTolerdoo
FixxDE,Doct_Tricornio
PicapollBlanc,OnVasBarcelona
SalvemCAPSgr,CUPBarcelona
flordenit8,donagrio
flordenit8,SalYAzcar1
LaPegoDesdCuenk,WillyTolerdoo
pbtgsg,Doct_Tricornio
CUPBarcelona,CUPBarcelona
isazural,arrmate1
macabadi,WillyTolerdoo
tepperson0101,ada_lluch
SbSoledad,uriahee
hiro723183601,WillyTolerdoo
jpinenti,NiellPipa
jpinenti,elperiodico_cat
Casanovac8,Doct_Tricornio
pablo_nc92,tresmasciento
angelaguerrasol,WillyTolerdoo
Republic451,tresmasciento
_____R87,WillyTolerdoo
cupsants,324cat
maricysanchez,ErnestoEkaizer
Rafa_el_peseta,Doct_Tricornio
MAngelesCG1,WillyTolerdoo
macabadi,FroilLannister
julierto,WillyTolerdoo
sauboix,WillyTolerdoo
promesa1234,WillyTolerdoo
38grad0s,FroilLannister
llibertat_uy,ernesturtasun
llibertat_uy,sumar
ManuelJL59,WillyTolerdoo
Pepi92320369,Doct_Tricornio
cupsants,324cat
gonnassau,tresmasciento
EnriqueLha,FrenteAmplioya
PelukasPep,Doct_Tricornio
CachiruloI,LaRepublicaCat
orga_ferrer,jcanadellb
orga_ferrer,elperiodico
migueldomingo88,Doct_Tricornio
JosemaraGmezji1,Doct_Tricornio
LSeco54,WillyTolerdoo
David_el_Nohomo,Doct_Tricornio
Ulises61393998,sangreyraza
SpainReturn22,tresmasciento
ZUUKABELEN,WillyTolerdoo
joselu_vlcia,WillyTolerdoo
airelibre3,ErnestoEkaizer
davidjiso,WillyTolerdoo
JorgeCS_12,Doct_Tricornio
